"Date","Close","Open","High","Low","Volume","Change"
"2022-10-11","75.37","77.38","77.84","74.14","18.28M","-4.88%"
"2022-10-10","79.24","79.77","79.79","77.70","13.12M","-2.46%"
"2022-10-7","81.24","82.30","83.68","80.76","11.63M","-3.65%"
"2022-10-6","84.32","84.07","85.25","83.52","11.45M","-0.08%"
"2022-10-5","84.39","84.10","86.29","83.25","13.19M","0.33%"
"2022-10-4","84.11","83.00","85.03","82.34","18.00M","4.55%"
"2022-10-3","80.45","79.76","80.93","78.05","13.25M","0.58%"
"2022-9-30","79.99","78.86","81.76","78.72","17.12M","1.18%"
"2022-9-29","79.06","78.05","79.19","76.74","17.91M","-2.38%"
"2022-9-28","80.99","76.49","81.48","76.28","20.58M","4.01%"
"2022-9-27","77.87","79.43","80.41","77.10","16.81M","-1.32%"
"2022-9-26","78.91","79.94","80.99","78.78","17.88M","0.14%"
"2022-9-23","78.80","79.26","79.77","77.60","20.49M","-2.37%"
"2022-9-22","80.71","82.63","83.28","80.17","19.14M","-1.09%"
"2022-9-21","81.60","85.12","85.16","81.50","23.70M","-4.90%"
"2022-9-20","85.80","87.95","88.73","85.01","18.91M","-2.12%"
"2022-9-19","87.66","85.10","87.76","85.00","12.63M","1.42%"
"2022-9-16","86.43","87.70","88.25","85.42","18.75M","-2.70%"
"2022-9-15","88.83","88.63","91.10","88.20","12.08M","-0.10%"
"2022-9-14","88.92","89.46","89.78","88.17","10.70M","-0.61%"
"2022-9-13","89.47","90.76","92.18","89.23","20.63M","-5.51%"
"2022-9-12","94.69","92.42","94.84","91.81","15.55M","2.77%"
"2022-9-9","92.14","91.04","92.86","90.73","10.76M","2.93%"
"2022-9-8","89.52","88.56","90.18","88.28","12.16M","-1.19%"
"2022-9-7","90.60","88.52","90.86","87.76","12.70M","2.43%"
"2022-9-6","88.45","89.32","89.47","87.80","15.48M","-3.65%"
"2022-9-2","91.80","91.77","93.67","90.77","12.38M","-2.04%"
"2022-9-1","93.71","92.75","94.52","91.67","11.93M","-1.78%"
"2022-8-31","95.41","96.66","98.62","94.92","16.01M","1.67%"
"2022-8-30","93.84","95.86","96.97","92.62","17.81M","-2.86%"
"2022-8-29","96.60","98.96","100.91","96.48","18.26M","-1.43%"
"2022-8-26","98.00","104.84","104.85","97.61","45.77M","-1.89%"
"2022-8-25","99.89","96.06","101.03","94.95","38.01M","7.97%"
"2022-8-24","92.52","87.90","94.15","87.55","22.73M","2.99%"
"2022-8-23","89.83","89.17","90.18","86.71","17.35M","-0.22%"
"2022-8-22","90.03","89.57","90.88","89.30","15.42M","0.45%"
"2022-8-19","89.63","90.41","91.65","89.18","12.36M","-1.22%"
"2022-8-18","90.74","90.05","91.93","88.52","13.39M","1.08%"
"2022-8-17","89.77","91.87","92.39","89.76","14.49M","-3.11%"
"2022-8-16","92.65","92.69","93.57","91.40","12.00M","-1.65%"
"2022-8-15","94.20","93.20","94.63","92.38","14.24M","-0.60%"
"2022-8-12","94.77","91.51","94.80","91.43","17.73M","-0.11%"
"2022-8-11","94.87","94.49","97.71","93.63","17.41M","2.64%"
"2022-8-10","92.43","91.17","92.95","88.56","17.86M","1.36%"
"2022-8-9","91.19","91.19","93.12","90.60","16.74M","0.39%"
"2022-8-8","90.84","91.47","92.75","90.34","16.19M","-1.86%"
"2022-8-5","92.56","93.07","94.17","90.73","27.21M","-5.00%"
"2022-8-4","97.43","101.07","103.00","95.06","42.34M","1.79%"
"2022-8-3","95.72","92.00","96.30","90.92","23.05M","3.35%"
"2022-8-2","92.62","88.20","94.87","88.20","34.43M","2.52%"
"2022-8-1","90.34","89.19","90.54","88.00","36.05M","1.09%"
"2022-7-29","89.37","94.22","94.22","89.11","59.20M","-11.12%"
"2022-7-28","100.55","101.92","102.68","95.62","33.23M","-2.17%"
"2022-7-27","102.78","102.20","102.97","99.80","19.29M","1.32%"
"2022-7-26","101.44","104.31","105.25","100.81","27.84M","0.38%"
"2022-7-25","101.06","100.50","101.27","98.74","16.53M","0.45%"
"2022-7-22","100.61","104.31","104.70","99.68","18.82M","-4.30%"
"2022-7-21","105.13","104.06","106.61","103.68","17.60M","1.13%"
"2022-7-20","103.96","106.24","107.16","102.85","21.78M","-0.75%"
"2022-7-19","104.75","103.97","104.82","101.53","19.51M","1.56%"
"2022-7-18","103.14","105.88","106.96","102.95","20.43M","0.68%"
"2022-7-15","102.44","103.49","103.64","97.84","33.57M","-1.27%"
"2022-7-14","103.76","107.80","108.54","100.71","34.92M","-4.89%"
"2022-7-13","109.10","106.84","110.64","106.75","16.79M","-0.10%"
"2022-7-12","109.21","110.86","111.00","107.06","22.06M","-0.33%"
"2022-7-11","109.57","115.46","115.58","109.33","31.04M","-9.37%"
"2022-7-8","120.90","122.26","125.84","120.70","27.22M","-1.22%"
"2022-7-7","122.39","120.63","125.00","120.63","24.14M","2.75%"
"2022-7-6","119.12","118.93","120.00","115.51","19.76M","-0.84%"
"2022-7-5","120.13","114.51","120.53","112.14","20.17M","3.56%"
"2022-7-1","116.00","113.63","116.63","112.92","16.68M","2.04%"
"2022-6-30","113.68","113.77","114.60","111.38","13.54M","-2.03%"
"2022-6-29","116.03","115.81","117.09","113.71","13.73M","-0.63%"
"2022-6-28","116.76","118.98","120.93","116.51","18.56M","-1.66%"
"2022-6-27","118.73","119.97","121.38","117.88","21.51M","0.94%"
"2022-6-24","117.62","115.30","118.09","114.30","27.03M","4.91%"
"2022-6-23","112.11","109.96","113.09","108.08","33.12M","6.62%"
"2022-6-22","105.15","104.23","107.10","103.08","23.93M","-1.17%"
"2022-6-21","106.39","105.96","107.06","103.87","33.81M","4.06%"
"2022-6-17","102.24","112.54","112.75","101.33","73.02M","0.78%"
"2022-6-16","101.45","102.79","104.91","100.51","21.97M","-6.09%"
"2022-6-15","108.03","106.81","108.63","104.38","23.88M","2.66%"
"2022-6-14","105.23","101.99","106.07","100.83","28.19M","6.81%"
"2022-6-13","98.52","103.61","104.53","97.58","33.29M","-10.31%"
"2022-6-10","109.84","113.66","114.82","108.24","49.90M","-0.05%"
"2022-6-9","109.90","115.00","118.22","109.44","72.48M","-8.13%"
"2022-6-8","119.62","108.26","121.06","107.81","92.34M","14.67%"
"2022-6-7","104.32","99.99","104.46","99.42","35.89M","5.36%"
"2022-6-6","99.01","99.64","102.42","97.92","37.29M","6.22%"
"2022-6-3","93.21","95.15","96.00","93.02","15.86M","-4.40%"
"2022-6-2","97.50","93.67","97.63","93.40","21.66M","4.41%"
"2022-6-1","93.38","95.90","96.93","91.88","23.45M","-2.78%"
"2022-5-31","96.05","98.33","99.32","95.45","33.79M","2.83%"
"2022-5-27","93.41","92.21","94.50","90.37","26.72M","-1.13%"
"2022-5-26","94.48","87.30","95.09","86.73","50.83M","14.79%"
"2022-5-25","82.31","83.72","84.07","81.07","22.86M","-0.19%"
"2022-5-24","82.47","84.99","85.12","81.54","15.11M","-5.46%"
"2022-5-23","87.23","87.06","87.42","84.76","13.67M","0.51%"
"2022-5-20","86.79","88.70","90.17","84.73","21.02M","-1.03%"
"2022-5-19","87.69","86.18","90.09","85.74","20.78M","0.44%"
"2022-5-18","87.31","90.00","91.64","87.00","18.90M","-5.09%"
"2022-5-17","91.99","92.75","94.48","89.54","27.04M","6.37%"
"2022-5-16","86.48","87.70","89.08","86.34","19.57M","-1.72%"
"2022-5-13","87.99","82.10","88.30","82.10","20.08M","8.51%"
"2022-5-12","81.09","80.68","83.12","78.01","23.67M","-0.78%"
"2022-5-11","81.73","85.51","87.52","81.47","24.45M","-3.36%"
"2022-5-10","84.57","88.64","88.64","83.51","23.24M","-0.32%"
"2022-5-9","84.84","86.96","88.60","84.43","23.34M","-5.79%"
"2022-5-6","90.05","93.36","93.86","88.71","18.57M","-4.85%"
"2022-5-5","94.64","97.94","98.47","94.05","18.67M","-6.68%"
"2022-5-4","101.41","97.72","101.57","96.61","17.62M","1.03%"
"2022-5-3","100.38","99.65","102.60","99.46","15.01M","-0.82%"
"2022-5-2","101.21","96.31","101.31","95.22","25.03M","4.24%"
"2022-4-29","97.09","101.53","103.52","96.66","44.93M","6.80%"
